hotel_id;room_id;taken;cost;type;room_capacity
5;6;0;3754;partners;2
5;7;0;3144;partners;2
5;8;0;5958;partners;3
5;9;0;7307;family;8
5;10;0;2694;family;8
5;11;0;3952;family;5
5;12;0;9652;partners;2
5;13;0;2410;family;5
5;14;0;6112;family;5
5;15;0;6883;family;8
5;16;0;2785;partners;2
5;17;0;5423;family;4
5;18;0;9101;family;5
5;19;0;4012;family;7
5;20;0;3360;partners;2
6;1;0;153;family;4
6;2;0;140;family;6
6;3;0;174;partners;3
6;4;0;120;family;7
6;5;0;244;family;8
6;6;0;180;partners;3
6;7;0;149;family;6
6;8;0;105;family;4
6;9;0;181;family;7
6;10;0;227;partners;3
6;11;0;144;family;6
6;12;0;119;partners;2
6;13;0;129;family;8
6;14;0;246;family;8
6;15;0;117;family;8
6;16;0;127;family;4
6;17;0;149;family;5
7;1;0;376;family;8
7;2;0;216;partners;3
7;3;0;322;partners;3
7;4;0;221;family;7
7;5;0;234;single;1
7;6;0;240;family;4
7;7;0;392;family;4
7;8;0;221;family;8
7;9;0;249;single;1
7;10;0;372;partners;2
7;11;0;255;family;8
7;12;0;202;family;4
7;13;0;309;family;7
7;14;0;348;family;6
7;15;0;300;single;1
7;16;0;256;family;8
7;17;0;354;family;7
7;18;0;382;single;1
7;19;0;359;family;5
7;20;0;391;family;6
7;21;0;273;family;7
8;1;0;200;family;5
8;2;0;380;family;8
8;3;0;303;family;5
8;4;0;298;single;1
8;5;0;358;family;8
8;6;0;310;family;4
8;7;0;391;family;5
8;8;0;206;family;5
8;9;0;287;family;4
8;10;0;383;family;8
8;11;0;249;partners;2
8;12;0;281;family;5
8;13;0;347;family;6
8;14;0;318;partners;2
8;15;0;255;family;7
8;16;0;399;family;5
9;1;0;345;partners;3
9;2;0;760;family;7
9;3;0;359;family;5
9;4;0;477;single;1
9;5;0;655;family;8
9;6;0;481;family;8
9;7;0;317;partners;2
9;8;0;797;family;7
9;9;0;445;family;7
9;10;0;711;partners;3
9;11;0;698;family;5
9;12;0;455;partners;2
9;13;0;483;family;5
9;14;0;507;family;7
9;15;0;791;partners;2
9;16;0;385;partners;2
9;17;0;473;partners;2
9;18;0;492;family;7
9;19;0;379;family;6
9;20;0;403;family;8
9;21;0;348;family;5
9;22;0;799;family;5
9;23;0;709;family;6
9;24;0;508;family;4
9;25;0;453;family;6
9;26;0;678;single;1
9;27;0;606;family;7
9;28;0;310;partners;3
9;29;0;361;family;5
9;30;0;454;partners;2
10;1;0;371;family;8
10;2;0;307;single;1
10;3;0;203;family;6
10;4;0;381;partners;2
10;5;0;205;family;7
10;6;0;264;family;7
10;7;0;234;family;7
10;8;0;298;family;5
10;9;0;304;family;7
10;10;0;376;partners;3
10;11;0;310;partners;2
10;12;0;200;family;4
10;13;0;299;single;1
10;14;0;270;single;1
10;15;0;394;single;1
10;16;0;224;single;1
10;17;0;391;family;8
10;18;0;228;family;8
10;19;0;337;partners;2
10;20;0;394;single;1
10;21;0;322;family;8
10;22;0;392;partners;3
10;23;0;273;single;1
10;24;0;383;family;6
10;25;0;246;family;7
10;26;0;234;family;6
10;27;0;345;family;7
10;28;0;361;family;6
10;29;0;324;partners;3
10;30;0;341;family;4
10;31;0;350;partners;2
10;32;0;248;partners;2
10;33;0;279;family;8
10;34;0;262;family;5
10;35;0;301;family;6
10;36;0;270;partners;2
10;37;0;346;single;1
10;38;0;231;family;5
10;39;0;332;family;4
10;40;0;261;family;6
10;41;0;381;partners;3
10;42;0;378;partners;3
10;43;0;352;family;8
10;44;0;249;family;4
10;45;0;224;family;7
10;46;0;226;single;1
11;1;0;454;family;5
11;2;0;770;single;1
11;3;0;653;single;1
11;4;0;796;family;4
11;5;0;784;family;4
11;6;0;364;single;1
11;7;0;606;family;5
11;8;0;684;partners;2
11;9;0;713;family;5
11;10;0;634;family;6
11;11;0;701;partners;3
11;12;0;551;partners;3
11;13;0;450;family;4
11;14;0;664;partners;2
11;15;0;587;partners;3
11;16;0;716;partners;2
11;17;0;480;family;7
11;18;0;763;family;6
11;19;0;738;partners;2
11;20;0;453;family;6
11;21;0;389;family;8
11;22;0;588;partners;3
11;23;0;772;family;7
11;24;0;452;family;7
12;1;0;128;family;6
12;2;0;163;family;4
12;3;0;178;family;4
12;4;0;243;family;5
12;5;0;218;family;8
12;6;0;145;family;6
12;7;0;100;single;1
12;8;0;227;family;7
12;9;0;243;family;7
12;10;0;160;family;8
13;1;0;123;family;7
13;2;0;104;family;7
13;3;0;197;family;5
13;4;0;115;family;8
13;5;0;214;family;6
13;6;0;219;partners;2
13;7;0;132;partners;2
13;8;0;199;single;1
13;9;0;199;family;8
13;10;0;102;partners;2
13;11;0;239;family;7
13;12;0;230;partners;3
13;13;0;211;family;4
13;14;0;236;family;6
13;15;0;152;family;7
13;16;0;105;family;5
13;17;0;215;family;4
13;18;0;224;partners;2
13;19;0;168;single;1
13;20;0;235;family;6
13;21;0;240;single;1
13;22;0;118;family;8
13;23;0;145;family;6
13;24;0;112;family;4
13;25;0;132;partners;2
13;26;0;221;family;5
13;27;0;176;partners;2
13;28;0;207;partners;2
13;29;0;152;partners;2
13;30;0;226;family;6
13;31;0;147;partners;3
13;32;0;188;family;6
13;33;0;114;family;5
13;34;0;212;partners;3
13;35;0;233;family;5
13;36;0;127;family;7
13;37;0;163;family;7
13;38;0;233;partners;3
13;39;0;194;single;1
13;40;0;203;family;4
13;41;0;198;family;7
13;42;0;149;family;6
13;43;0;104;single;1
14;1;0;197;partners;3
14;2;0;150;partners;3
14;3;0;220;single;1
14;4;0;204;family;4
14;5;0;186;family;7
14;6;0;172;family;6
14;7;0;244;single;1
14;8;0;128;family;5
14;9;0;198;family;6
14;10;0;219;partners;2
14;11;0;165;partners;2
14;12;0;165;family;5
14;13;0;246;family;7
14;14;0;174;family;4
14;15;0;118;family;5
15;1;0;346;partners;2
15;2;0;361;family;4
15;3;0;335;single;1
15;4;0;297;family;8
15;5;0;228;single;1
15;6;0;236;family;8
15;7;0;377;partners;3
15;8;0;322;family;6
15;9;0;368;partners;2
15;10;0;262;family;5
15;11;0;324;partners;3
15;12;0;207;partners;2
15;13;0;259;family;4
15;14;0;369;partners;2
15;15;0;242;partners;2
15;16;0;368;single;1
15;17;0;222;family;8
15;18;0;249;family;4
15;19;0;257;family;5
15;20;0;377;partners;3
15;21;0;207;family;7
15;22;0;370;partners;3
15;23;0;232;family;5
15;24;0;200;family;7
15;25;0;308;family;8
15;26;0;205;family;5
15;27;0;235;single;1
15;28;0;261;family;8
15;29;0;358;family;4
15;30;0;211;family;7
15;31;0;250;family;6
15;32;0;280;family;8
15;33;0;266;family;6
15;34;0;256;family;5
15;35;0;331;single;1
15;36;0;271;partners;3
15;37;0;350;family;7
15;38;0;204;family;4
15;39;0;346;family;7
15;40;0;386;family;8
15;41;0;351;family;6
15;42;0;383;family;4
15;43;0;342;family;5
16;1;0;224;family;5
16;2;0;160;family;5
16;3;0;248;family;8
16;4;0;135;partners;2
16;5;0;121;family;6
16;6;0;163;partners;3
16;7;0;145;partners;2
16;8;0;147;family;6
16;9;0;184;partners;3
16;10;0;109;single;1
16;11;0;247;partners;3
16;12;0;191;family;4
16;13;0;172;single;1
16;14;0;170;single;1
16;15;0;144;family;7
16;16;0;180;family;4
16;17;0;189;family;5
16;18;0;180;single;1
16;19;0;164;family;8
16;20;0;198;family;4
16;21;0;235;family;5
16;22;0;246;partners;2
16;23;0;135;family;5
16;24;0;104;partners;3
16;25;0;207;family;7
16;26;0;226;single;1
16;27;0;199;family;5
16;28;0;221;family;5
16;29;0;168;family;5
16;30;0;151;family;7
16;31;0;162;family;4
16;32;0;130;family;5
16;33;0;178;family;4
16;34;0;198;partners;3
16;35;0;146;partners;2
16;36;0;179;single;1
16;37;0;109;family;4
17;1;0;150;family;6
17;2;0;150;family;5
17;3;0;165;family;4
17;4;0;236;family;6
17;5;0;170;single;1
17;6;0;155;family;5
17;7;0;174;family;8
17;8;0;121;single;1
17;9;0;213;partners;2
17;10;0;106;partners;3
17;11;0;111;partners;2
17;12;0;167;partners;3
17;13;0;187;partners;3
17;14;0;203;family;7
17;15;0;160;family;5
17;16;0;224;family;7
17;17;0;147;family;4
17;18;0;210;partners;2
17;19;0;138;family;7
17;20;0;119;partners;2
17;21;0;181;family;5
17;22;0;174;partners;2
17;23;0;160;partners;3
17;24;0;230;family;5
17;25;0;128;family;5
17;26;0;184;family;6
17;27;0;163;single;1
17;28;0;181;family;8
17;29;0;228;family;5
17;30;0;239;family;5
17;31;0;134;partners;2
17;32;0;158;partners;3
17;33;0;209;single;1
17;34;0;237;partners;3
17;35;0;157;family;5
17;36;0;250;partners;3
17;37;0;201;family;6
18;1;0;107;partners;3
18;2;0;195;family;7
18;3;0;218;family;6
18;4;0;111;partners;2
18;5;0;200;family;8
18;6;0;232;family;8
18;7;0;189;family;8
18;8;0;105;family;4
18;9;0;200;single;1
18;10;0;107;family;8
18;11;0;103;single;1
18;12;0;225;family;6
18;13;0;240;family;8
18;14;0;241;single;1
18;15;0;136;family;5
18;16;0;107;family;8
18;17;0;177;partners;2
18;18;0;163;partners;2
18;19;0;248;family;7
18;20;0;133;family;7
18;21;0;133;partners;2
18;22;0;246;family;8
18;23;0;157;family;5
18;24;0;111;single;1
18;25;0;100;partners;3
18;26;0;145;family;6
18;27;0;166;partners;2
18;28;0;181;partners;3
19;1;0;185;family;7
19;2;0;141;family;5
19;3;0;235;family;8
19;4;0;231;family;7
19;5;0;130;family;6
19;6;0;144;family;8
19;7;0;190;partners;3
19;8;0;174;single;1
19;9;0;183;family;6
19;10;0;145;family;8
19;11;0;156;partners;3
19;12;0;118;partners;2
19;13;0;204;family;6
19;14;0;143;family;5
19;15;0;199;family;8
19;16;0;170;family;5
19;17;0;113;family;4
19;18;0;180;family;5
19;19;0;241;partners;3
19;20;0;117;single;1
19;21;0;181;family;4
19;22;0;102;family;7
19;23;0;224;family;7
19;24;0;183;partners;2
19;25;0;225;partners;2
19;26;0;137;partners;2
19;27;0;138;family;6
19;28;0;211;family;4
19;29;0;156;family;6
19;30;0;248;partners;3
19;31;0;106;family;4
19;32;0;106;family;5
19;33;0;171;partners;3
19;34;0;200;family;6
19;35;0;156;single;1
19;36;0;185;partners;2
19;37;0;155;partners;2
19;38;0;238;single;1
19;39;0;240;family;6
19;40;0;129;family;8
19;41;0;147;family;7
19;42;0;215;family;7
19;43;0;144;family;6
19;44;0;128;partners;2
19;45;0;230;family;7
19;46;0;120;partners;3
19;47;0;147;family;7
19;48;0;115;family;7
19;49;0;172;family;7
19;50;0;202;partners;2
20;1;0;279;family;5
20;2;0;324;partners;2
20;3;0;246;family;8
20;4;0;369;family;8
20;5;0;400;partners;2
20;6;0;243;family;5
20;7;0;264;family;6
20;8;0;215;family;6
20;9;0;342;single;1
20;10;0;355;family;8
20;11;0;305;family;8
20;12;0;252;single;1
20;13;0;281;single;1
20;14;0;289;family;4
20;15;0;302;family;6
20;16;0;269;single;1
20;17;0;253;family;5
20;18;0;261;family;7
20;19;0;254;family;5
21;1;0;314;family;5
21;2;0;302;partners;2
21;3;0;320;family;8
21;4;0;263;family;6
21;5;0;255;family;7
21;6;0;360;family;8
21;7;0;358;partners;3
21;8;0;265;family;7
21;9;0;231;family;6
21;10;0;327;partners;3
21;11;0;376;family;4
22;1;0;1293;family;6
22;2;0;1795;family;8
22;3;0;1528;single;1
22;4;0;1574;family;6
22;5;0;1879;family;7
22;6;0;1164;partners;2
22;7;0;1508;family;8
22;8;0;1330;family;4
22;9;0;766;family;7
22;10;0;1931;family;8
22;11;0;1471;family;7
22;12;0;1732;partners;3
22;13;0;1125;family;8
22;14;0;1618;single;1
22;15;0;711;family;4
22;16;0;1298;family;7
22;17;0;1384;family;7
22;18;0;1091;partners;3
22;19;0;1703;partners;2
22;20;0;1461;family;8
22;21;0;1272;partners;3
22;22;0;763;family;6
22;23;0;517;family;8
22;24;0;781;family;7
22;25;0;1463;family;5
22;26;0;1499;family;5
22;27;0;556;family;4
22;28;0;1339;family;6
22;29;0;1971;family;4
22;30;0;1468;partners;2
22;31;0;1021;partners;3
22;32;0;1424;family;8
22;33;0;1788;family;6
22;34;0;525;family;8
22;35;0;1074;family;6
23;1;0;246;single;1
23;2;0;238;family;5
23;3;0;381;family;4
23;4;0;370;family;7
23;5;0;210;family;5
23;6;0;238;partners;2
23;7;0;203;family;5
23;8;0;376;partners;3
23;9;0;264;single;1
23;10;0;265;family;7
23;11;0;287;single;1
23;12;0;312;family;6
23;13;0;212;family;8
23;14;0;281;single;1
23;15;0;345;family;7
23;16;0;326;family;8
23;17;0;293;partners;3
23;18;0;362;family;4
23;19;0;226;single;1
23;20;0;393;partners;2
23;21;0;360;family;8
23;22;0;322;family;4
23;23;0;283;partners;3
23;24;0;272;family;4
23;25;0;276;single;1
23;26;0;291;family;7
23;27;0;223;partners;3
23;28;0;387;partners;3
23;29;0;202;partners;2
23;30;0;396;partners;3
23;31;0;293;partners;2
23;32;0;355;family;6
23;33;0;259;family;7
23;34;0;216;single;1
23;35;0;258;family;7
23;36;0;214;family;6
23;37;0;244;family;5
23;38;0;376;family;6
23;39;0;300;family;7
23;40;0;334;family;8
23;41;0;341;family;5
24;1;0;1394;family;5
24;2;0;818;family;6
24;3;0;733;family;7
24;4;0;1916;family;6
24;5;0;1887;partners;3
24;6;0;686;partners;2
24;7;0;625;family;7
24;8;0;1655;partners;3
24;9;0;941;family;7
24;10;0;1278;family;6
24;11;0;729;family;6
24;12;0;758;family;4
24;13;0;1122;single;1
24;14;0;1820;family;8
25;1;0;248;family;5
25;2;0;112;partners;3
25;3;0;146;family;7
25;4;0;101;family;8
25;5;0;183;partners;3
25;6;0;144;family;6
25;7;0;170;family;7
25;8;0;154;family;4
25;9;0;183;family;6
25;10;0;108;single;1
25;11;0;115;family;7
26;1;0;100;family;4
26;2;0;166;family;7
26;3;0;142;partners;2
26;4;0;232;single;1
26;5;0;237;family;8
26;6;0;156;family;7
26;7;0;116;family;7
26;8;0;250;single;1
26;9;0;142;partners;2
26;10;0;230;family;7
26;11;0;204;family;6
26;12;0;196;family;4
26;13;0;180;family;4
26;14;0;142;family;5
26;15;0;212;family;8
26;16;0;223;partners;2
26;17;0;118;family;7
26;18;0;124;partners;2
26;19;0;190;partners;3
26;20;0;184;family;8
26;21;0;131;partners;2
26;22;0;145;family;4
26;23;0;162;family;7
26;24;0;218;partners;3
26;25;0;239;single;1
26;26;0;189;family;8
26;27;0;247;single;1
26;28;0;100;family;5
26;29;0;179;family;6
26;30;0;174;partners;2
26;31;0;240;single;1
26;32;0;182;family;5
26;33;0;105;partners;2
26;34;0;247;family;7
26;35;0;185;family;4
26;36;0;190;family;5
26;37;0;106;family;6
26;38;0;146;partners;2
26;39;0;121;family;5
26;40;0;110;partners;3
26;41;0;103;family;6
26;42;0;223;family;5
27;1;0;149;family;7
27;2;0;126;partners;2
27;3;0;132;partners;3
27;4;0;150;partners;3
27;5;0;249;family;4
27;6;0;178;family;6
27;7;0;202;family;4
27;8;0;203;family;7
27;9;0;188;family;7
27;10;0;247;single;1
27;11;0;119;family;4
27;12;0;148;single;1
27;13;0;176;partners;3
27;14;0;197;partners;2
27;15;0;159;partners;3
27;16;0;185;family;8
27;17;0;172;partners;3
27;18;0;183;family;4
27;19;0;136;family;4
27;20;0;192;family;6
28;1;0;1091;partners;3
28;2;0;770;family;4
28;3;0;1803;family;6
28;4;0;972;family;7
28;5;0;1965;family;8
28;6;0;1383;partners;2
28;7;0;1514;family;4
28;8;0;1418;single;1
28;9;0;1522;family;6
28;10;0;750;partners;2
28;11;0;799;family;4
28;12;0;1996;family;4
28;13;0;1921;single;1
28;14;0;943;family;5
28;15;0;914;single;1
28;16;0;1958;partners;2
28;17;0;1801;single;1
28;18;0;791;partners;3
28;19;0;1549;partners;2
28;20;0;1667;family;8
28;21;0;1741;partners;3
28;22;0;1032;single;1
29;1;0;151;family;4
29;2;0;214;family;6
29;3;0;189;family;5
29;4;0;113;family;6
29;5;0;207;family;8
29;6;0;227;family;4
29;7;0;131;single;1
29;8;0;192;single;1
29;9;0;109;family;4
29;10;0;191;family;4
29;11;0;134;partners;2
29;12;0;125;single;1
29;13;0;129;family;5
29;14;0;130;family;5
29;15;0;220;family;4
29;16;0;102;partners;3
29;17;0;105;family;7
29;18;0;204;single;1
29;19;0;186;family;8
29;20;0;199;partners;2
29;21;0;138;partners;2
29;22;0;188;partners;2
29;23;0;112;family;5
29;24;0;123;single;1
29;25;0;169;family;7
29;26;0;184;family;8
29;27;0;200;partners;3
29;28;0;123;partners;2
29;29;0;132;family;7
29;30;0;136;family;5
29;31;0;130;family;8
29;32;0;114;family;6
29;33;0;116;family;7
29;34;0;216;single;1
29;35;0;189;family;7
30;1;0;338;partners;3
30;2;0;346;family;5
30;3;0;279;partners;3
30;4;0;241;family;6
30;5;0;207;partners;3
30;6;0;306;family;5
30;7;0;372;single;1
30;8;0;375;single;1
30;9;0;247;family;8
30;10;0;329;family;8
30;11;0;213;family;8
30;12;0;307;single;1
30;13;0;332;family;8
30;14;0;360;partners;2
30;15;0;290;partners;3
30;16;0;366;family;8
30;17;0;350;family;4
30;18;0;321;family;7
30;19;0;267;family;7
30;20;0;326;family;7
30;21;0;357;single;1
30;22;0;221;family;6
30;23;0;400;partners;3
30;24;0;290;family;6
30;25;0;272;partners;2
31;1;0;1350;family;8
31;2;0;1717;family;5
31;3;0;1787;family;7
31;4;0;1328;family;7
31;5;0;965;family;8
31;6;0;1978;family;4
31;7;0;1184;single;1
31;8;0;820;family;7
31;9;0;1594;family;6
31;10;0;881;family;4
31;11;0;682;family;7
31;12;0;688;partners;3
31;13;0;1903;family;5
31;14;0;1627;partners;2
31;15;0;576;family;4
31;16;0;1597;family;6
31;17;0;1171;family;8
31;18;0;1236;partners;3
31;19;0;1027;family;8
31;20;0;1507;partners;3
31;21;0;1086;family;8
31;22;0;1174;family;7
31;23;0;696;single;1
31;24;0;1580;family;8
31;25;0;759;family;8
31;26;0;1344;family;5
31;27;0;1442;partners;3
31;28;0;676;partners;3
31;29;0;1893;family;8
31;30;0;1411;family;8
31;31;0;1884;partners;2
31;32;0;655;family;7
31;33;0;508;family;8
31;34;0;784;single;1
31;35;0;1027;family;7
31;36;0;1934;partners;2
32;1;0;851;family;8
32;2;0;908;family;4
32;3;0;1321;family;8
32;4;0;1618;family;8
32;5;0;1416;family;6
32;6;0;1414;family;6
32;7;0;1205;family;4
32;8;0;689;family;6
32;9;0;1932;family;4
32;10;0;670;family;6
32;11;0;1423;partners;2
32;12;0;611;partners;2
32;13;0;1273;single;1
32;14;0;1490;partners;2
32;15;0;1327;partners;2
32;16;0;847;family;8
32;17;0;623;family;6
32;18;0;754;family;5
33;1;0;192;single;1
33;2;0;169;family;4
33;3;0;207;family;5
33;4;0;104;single;1
33;5;0;177;partners;3
33;6;0;213;family;8
33;7;0;199;partners;3
33;8;0;237;single;1
33;9;0;216;family;4
33;10;0;190;single;1
33;11;0;162;family;8
33;12;0;238;family;7
33;13;0;190;family;5
33;14;0;218;single;1
33;15;0;116;partners;3
33;16;0;221;family;4
33;17;0;149;partners;3
33;18;0;213;family;7
33;19;0;201;family;5
33;20;0;233;partners;3
33;21;0;204;family;6
33;22;0;245;family;8
33;23;0;125;partners;3
33;24;0;228;partners;2
33;25;0;115;partners;3
33;26;0;214;partners;2
33;27;0;208;family;6
33;28;0;118;partners;3
33;29;0;235;family;7
33;30;0;151;family;6
33;31;0;249;family;7
33;32;0;140;family;5
33;33;0;166;partners;2
33;34;0;178;single;1
33;35;0;120;family;7
33;36;0;176;family;5
33;37;0;223;family;7
33;38;0;148;family;5
34;1;0;598;family;4
34;2;0;877;single;1
34;3;0;1537;family;7
34;4;0;1854;single;1
34;5;0;1774;family;4
34;6;0;1734;family;5
34;7;0;702;family;5
34;8;0;779;single;1
34;9;0;1740;single;1
34;10;0;717;family;7
34;11;0;820;family;8
34;12;0;1541;family;6
34;13;0;888;family;4
34;14;0;1504;family;6
34;15;0;615;family;8
34;16;0;1486;family;8
34;17;0;1649;family;6
34;18;0;1739;family;6
34;19;0;1963;partners;2
34;20;0;770;single;1
34;21;0;926;family;5
34;22;0;512;partners;2
34;23;0;839;family;4
34;24;0;1359;family;7
34;25;0;1485;partners;3
34;26;0;995;partners;2
35;1;0;715;partners;3
35;2;0;896;partners;2
35;3;0;1042;family;7
35;4;0;1723;family;6
35;5;0;673;partners;3
35;6;0;1473;family;7
35;7;0;1890;partners;2
35;8;0;1086;single;1
35;9;0;1584;single;1
35;10;0;1455;single;1
35;11;0;1340;family;7
35;12;0;1979;partners;3
35;13;0;1878;family;5
35;14;0;531;family;5
35;15;0;1937;single;1
35;16;0;1374;family;4
36;1;0;373;family;6
36;2;0;381;family;4
36;3;0;359;family;7
36;4;0;209;family;4
36;5;0;280;family;8
36;6;0;273;family;4
36;7;0;301;family;7
36;8;0;300;family;7
36;9;0;259;family;5
36;10;0;373;family;4
36;11;0;345;family;8
36;12;0;377;partners;2
36;13;0;233;family;6
36;14;0;287;family;5
36;15;0;238;family;5
36;16;0;245;partners;2
36;17;0;241;partners;3
36;18;0;288;single;1
36;19;0;308;partners;3
36;20;0;332;family;4
36;21;0;319;family;5
36;22;0;246;partners;3
36;23;0;259;partners;2
36;24;0;389;partners;2
36;25;0;303;family;8
36;26;0;268;family;6
36;27;0;352;family;4
36;28;0;390;family;8
36;29;0;237;partners;3
36;30;0;271;partners;3
37;1;0;195;family;8
37;2;0;184;partners;2
37;3;0;103;single;1
37;4;0;242;family;7
37;5;0;134;partners;3
37;6;0;132;partners;3
37;7;0;177;family;6
37;8;0;249;family;6
37;9;0;196;family;4
37;10;0;109;partners;3
37;11;0;150;family;5
37;12;0;120;family;7
37;13;0;181;partners;2
37;14;0;160;family;5
37;15;0;183;family;7
37;16;0;188;family;5
37;17;0;186;partners;2
37;18;0;180;partners;2
37;19;0;153;single;1
37;20;0;143;family;6
37;21;0;239;family;4
37;22;0;160;family;4
37;23;0;205;partners;2
37;24;0;108;family;6
37;25;0;246;single;1
37;26;0;246;family;8
37;27;0;143;partners;3
37;28;0;129;family;6
37;29;0;246;family;4
37;30;0;151;family;7
37;31;0;160;family;4
37;32;0;234;family;5
37;33;0;237;family;7
37;34;0;161;single;1
37;35;0;201;family;4
37;36;0;173;family;8
37;37;0;243;family;5
37;38;0;201;single;1
37;39;0;146;family;5
37;40;0;159;partners;3
37;41;0;194;family;4
37;42;0;150;family;4
37;43;0;151;family;5
37;44;0;250;family;5
37;45;0;183;single;1
37;46;0;215;family;8
37;47;0;154;family;4
37;48;0;208;family;7
37;49;0;119;family;4
38;1;0;335;family;7
38;2;0;325;family;6
38;3;0;218;partners;2
38;4;0;312;family;7
38;5;0;349;family;7
38;6;0;382;family;6
38;7;0;329;family;4
38;8;0;264;family;6
38;9;0;279;partners;3
38;10;0;397;single;1
38;11;0;329;family;8
38;12;0;204;family;6
38;13;0;219;family;4
38;14;0;331;family;8
38;15;0;339;family;8
38;16;0;207;partners;3
38;17;0;353;family;6
38;18;0;252;family;8
39;1;0;234;family;7
39;2;0;191;family;6
39;3;0;104;single;1
39;4;0;185;family;6
39;5;0;165;single;1
39;6;0;141;family;7
39;7;0;131;family;7
39;8;0;220;family;8
39;9;0;234;partners;3
39;10;0;178;partners;3
39;11;0;167;partners;3
39;12;0;125;family;6
39;13;0;234;family;8
39;14;0;153;family;5
39;15;0;244;partners;2
39;16;0;227;family;4
39;17;0;228;family;8
39;18;0;152;single;1
39;19;0;240;family;6
39;20;0;190;family;4
39;21;0;226;partners;2
39;22;0;194;partners;2
39;23;0;175;partners;3
39;24;0;202;family;4
39;25;0;235;family;5
39;26;0;200;partners;2
39;27;0;243;partners;2
39;28;0;136;family;8
39;29;0;225;family;4
39;30;0;233;family;7
39;31;0;184;family;8
39;32;0;198;single;1
39;33;0;191;family;7
39;34;0;244;family;7
39;35;0;206;partners;3
39;36;0;171;partners;3
39;37;0;177;family;5
39;38;0;139;family;5
39;39;0;210;single;1
39;40;0;226;family;6
39;41;0;178;family;8
39;42;0;232;family;5
39;43;0;157;family;6
39;44;0;191;family;7
39;45;0;184;partners;2
39;46;0;185;partners;3
39;47;0;228;family;4
39;48;0;157;family;4
40;1;0;229;family;7
40;2;0;195;family;6
40;3;0;208;family;6
40;4;0;181;family;4
40;5;0;220;partners;2
40;6;0;102;family;5
40;7;0;218;family;8
40;8;0;182;partners;3
40;9;0;152;family;5
40;10;0;228;single;1
40;11;0;167;family;4
40;12;0;220;family;6
40;13;0;157;family;5
40;14;0;129;family;4
